,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
378,083790,KR7083790006,CG인바이츠,KOSDAQ,벤처기업부,2455,1,10,0.41,2525,2525,2375,229096,554456010,188775216810,76894182,KSQ
379,149950,KR7149950008,아바텍,KOSDAQ,중견기업부,12030,2,-20,-0.17,11930,12300,11870,39917,483693890,187758225000,15607500,KSQ
380,036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,18750,1,60,0.32,18750,18770,18530,3085,57638980,187500000000,10000000,KSQ
381,016790,KR7016790008,현대사료,KOSDAQ,관리종목(소속부없음),994,0,0,0.0,0,0,0,0,0,187340898626,188471729,KSQ
382,036890,KR7036890002,진성티이씨,KOSDAQ,우량기업부,8320,2,-130,-1.54,8390,8440,8290,34430,287034620,187052469760,22482268,KSQ
383,236200,KR7236200002,슈프리마,KOSDAQ,우량기업부,26000,2,-350,-1.33,26300,26700,25650,20638,536377200,187025098000,7193273,KSQ
384,080160,KR7080160005,모두투어,KOSDAQ,우량기업부,9850,2,-90,-0.91,9990,9990,9850,28648,283347440,186165000000,18900000,KSQ
385,060570,KR7060570009,드림어스컴퍼니,KOSDAQ,중견기업부,2460,1,30,1.23,2495,2675,2325,5436253,13328138285,186029069580,75621573,KSQ
386,448280,KR7448280008,에코아이,KOSDAQ,중견기업부,18800,2,-190,-1.0,19000,19280,18700,7203,136049210,185688408400,9877043,KSQ
387,109610,KR7109610006,에스와이,KOSDAQ,중견기업부,3795,2,-10,-0.26,3810,3820,3700,409988,1535532570,185603583000,48907400,KSQ
388,425040,KR7425040003,티이엠씨,KOSDAQ,기술성장기업부,8700,2,-240,-2.68,9020,9020,8570,103621,902875920,185449739400,21316062,KSQ
389,365330,KR7365330000,에스와이스틸텍,KOSDAQ,중견기업부,6050,1,420,7.46,5450,6230,5320,13269543,77089625180,185190500000,30610000,KSQ
390,278650,KR7278650007,HLB바이오스텝,KOSDAQ,우량기업부,2135,2,-30,-1.39,2130,2210,2115,192021,411266910,185169807515,86730589,KSQ
391,033790,KR7033790007,피노,KOSDAQ,중견기업부,8110,2,-140,-1.7,8400,8800,8050,338266,2865628690,185092908000,22822800,KSQ
392,092190,KR7092190008,서울바이오시스,KOSDAQ,중견기업부,4030,2,-40,-0.98,4070,4105,3990,14758,59636375,184849583490,45868383,KSQ
393,417010,KR7417010006,나노팀,KOSDAQ,벤처기업부,9360,2,-340,-3.51,9800,9860,9350,66587,637737790,184619710080,19724328,KSQ
394,047310,KR7047310008,파워로직스,KOSDAQ,중견기업부,5040,1,90,1.82,4950,5040,4945,73210,364408760,184518205200,36610755,KSQ
395,194700,KR7194700001,노바렉스,KOSDAQ,우량기업부,9810,2,-630,-6.03,10440,10500,9670,239850,2374908650,183985058880,18754848,KSQ
396,036220,KR7036220002,오상헬스케어,KOSDAQ,벤처기업부,12650,2,-20,-0.16,12590,12910,12590,9056,114616410,183291112400,14489416,KSQ
397,067390,KR7067390005,아스트,KOSDAQ,투자주의환기종목(소속부없음),532,2,-17,-3.1,549,551,526,481998,259026241,183116523744,344203992,KSQ
398,235980,KR7235980000,메드팩토,KOSDAQ,기술성장기업부,5450,2,-170,-3.02,5620,5720,5350,254103,1389631920,183014787750,33580695,KSQ
399,033160,KR7033160003,엠케이전자,KOSDAQ,중견기업부,8290,2,-180,-2.13,8860,9070,8290,517408,4504212370,182929883990,22066331,KSQ
400,389470,KR7389470006,인벤티지랩,KOSDAQ,기술성장기업부,18160,2,-1050,-5.47,19210,19320,18160,359172,6706305160,182182463840,10032074,KSQ
401,045390,KR7045390002,대아티아이,KOSDAQ,우량기업부,2560,2,-30,-1.16,2580,2615,2545,135656,348115225,180411845120,70473377,KSQ
402,042370,KR7042370007,비츠로테크,KOSDAQ,우량기업부,6820,2,-100,-1.45,6920,7020,6800,169123,1164697980,178684170500,26200025,KSQ
403,067280,KR7067280008,멀티캠퍼스,KOSDAQ,우량기업부,30100,2,-50,-0.17,30350,30350,29800,2575,77327450,178396047900,5926779,KSQ
404,089600,KR7089600001,나스미디어,KOSDAQ,우량기업부,15420,2,-160,-1.03,15890,15890,15400,16425,254154570,178381073460,11568163,KSQ
405,078350,KR7078350006,한양디지텍,KOSDAQ,우량기업부,11660,1,340,3.0,11600,12190,11560,135847,1609444840,177749494120,15244382,KSQ
406,294090,KR7294090006,이오플로우,KOSDAQ,기술성장기업부,5830,2,-180,-3.0,6010,6010,5800,234647,1372019210,177439891970,30435659,KSQ
407,079940,KR7079940003,가비아,KOSDAQ,우량기업부,13100,3,0,0.0,13170,13390,13030,12091,158400980,177317460400,13535684,KSQ
408,023760,KR7023760002,한국캐피탈,KOSDAQ,우량기업부,561,2,-6,-1.06,567,570,560,94037,53028737,177056972136,315609576,KSQ
409,123330,KR7123330003,제닉,KOSDAQ,벤처기업부,22100,2,-1300,-5.56,23400,23750,21800,192752,4350451050,176107828000,7968680,KSQ
410,096240,KR7096240007,크레버스,KOSDAQ,우량기업부,15770,1,60,0.38,15700,15800,15620,10077,157949120,175649098600,11138180,KSQ
411,097800,KR7097800007,윈팩,KOSDAQ,중견기업부,1502,2,-65,-4.15,1567,1619,1413,3348488,5124496528,174908243958,116450229,KSQ
412,425420,KR7425420007,티에프이,KOSDAQ,벤처기업부,15340,2,-560,-3.52,15910,16500,15340,27959,434727430,174584540000,11381000,KSQ
413,462350,KR7462350000,이노스페이스,KOSDAQ,기술성장기업부,18610,1,610,3.39,18000,18700,18000,70451,1290195140,174481665340,9375694,KSQ
414,078070,KR7078070000,유비쿼스홀딩스,KOSDAQ,우량기업부,9600,1,10,0.1,9520,9780,9220,27017,253567670,174246720000,18150700,KSQ
415,042420,KR7042420000,네오위즈홀딩스,KOSDAQ,중견기업부,19510,2,-60,-0.31,19460,19850,19330,6658,130456160,172797455660,8856866,KSQ
416,182400,KR7182400002,엔케이맥스,KOSDAQ,관리종목(소속부없음),2020,0,0,0.0,0,0,0,0,0,172748038620,85518831,KSQ
417,033640,KR7033640004,네패스,KOSDAQ,중견기업부,7480,2,-60,-0.8,7650,7690,7400,59071,442149620,172482830960,23059202,KSQ
418,030530,KR7030530000,원익홀딩스,KOSDAQ,우량기업부,2225,2,-50,-2.2,2290,2290,2215,147057,328258395,171854507725,77237981,KSQ
419,122990,KR7122990005,와이솔,KOSDAQ,우량기업부,6080,2,-90,-1.46,6170,6200,6080,26293,160470980,171376601280,28186941,KSQ
420,102120,KR7102120003,어보브반도체,KOSDAQ,우량기업부,9630,2,-60,-0.62,9730,9840,9530,109084,1050694970,171228651390,17780753,KSQ
421,461300,KR7461300006,아이스크림미디어,KOSDAQ,중견기업부,13100,1,20,0.15,13080,13190,12810,76701,994869020,171130972300,13063433,KSQ
422,405100,KR7405100009,큐알티,KOSDAQ,벤처기업부,13890,2,-370,-2.59,14330,14550,13880,37665,532091850,170698390890,12289301,KSQ
423,046440,KR7046440004,KG모빌리언스,KOSDAQ,우량기업부,4395,2,-5,-0.11,4400,4450,4360,28679,125942735,170638371360,38825568,KSQ
424,063570,KR7063570006,한국전자금융,KOSDAQ,우량기업부,4975,2,-125,-2.45,5100,5140,4975,68600,347255640,169884946800,34147728,KSQ
425,112290,KR7112290002,와이씨켐,KOSDAQ,기술성장기업부,16770,1,600,3.71,16150,17300,15710,396949,6600338420,169553839650,10110545,KSQ
426,064800,KR7064800006,포니링크,KOSDAQ,중견기업부,1322,2,-151,-10.25,1499,1499,1241,1905549,2578649696,168961247956,127807298,KSQ
427,019210,KR7019210004,와이지-원,KOSDAQ,우량기업부,5020,2,-130,-2.52,5190,5190,4985,138478,695188510,168540571380,33573819,KSQ
428,136540,KR7136540002,윈스,KOSDAQ,우량기업부,12340,2,-100,-0.8,12430,12430,12280,7224,89098340,168368959080,13644162,KSQ
429,035810,KR7035810001,이지홀딩스,KOSDAQ,우량기업부,2570,2,-35,-1.34,2605,2610,2560,48317,124375945,167424821650,65145845,KSQ
430,338840,KR7338840002,와이바이오로직스,KOSDAQ,기술성장기업부,11300,2,-120,-1.05,11450,11800,11200,146315,1677671950,166895530800,14769516,KSQ
431,039980,KR7039980008,폴라리스AI,KOSDAQ,중견기업부,2310,1,105,4.76,2205,2660,2205,8503322,20758297530,166672914870,72152777,KSQ
432,083310,KR7083310003,엘오티베큠,KOSDAQ,우량기업부,9340,2,-280,-2.91,9620,9670,9340,125893,1189336820,166345708220,17810033,KSQ
433,025950,KR7025950007,동신건설,KOSDAQ,우량기업부,19800,2,-200,-1.0,20000,20000,19480,23351,459777760,166320000000,8400000,KSQ
434,064290,KR7064290000,인텍플러스,KOSDAQ,우량기업부,12920,2,-140,-1.07,13130,13350,12920,22236,290182490,166202389040,12863962,KSQ
435,146320,KR7146320007,비씨엔씨,KOSDAQ,벤처기업부,12960,2,-440,-3.28,13700,13700,12960,64077,843565450,165796282080,12792923,KSQ
436,082850,KR7082850009,우리바이오,KOSDAQ,우량기업부,3410,2,-90,-2.57,3540,3550,3380,1447791,4974015300,165236930980,48456578,KSQ
437,214180,KR7214180002,헥토이노베이션,KOSDAQ,우량기업부,12430,3,0,0.0,12500,12530,12350,7102,88078110,164786809550,13257185,KSQ
438,121440,KR7121440002,골프존뉴딘홀딩스,KOSDAQ,우량기업부,3835,2,-5,-0.13,3840,3865,3765,66392,251966325,164279197030,42836818,KSQ
439,042600,KR7042600007,새로닉스,KOSDAQ,우량기업부,13210,2,-240,-1.78,13980,14000,13080,15314,206934020,164115412540,12423574,KSQ
440,322510,KR7322510009,제이엘케이,KOSDAQ,기술성장기업부,10120,2,-360,-3.44,10200,10400,10000,231376,2345876380,163900605440,16195712,KSQ
441,217330,KR7217330000,싸이토젠,KOSDAQ,기술성장기업부,7080,2,-180,-2.48,7200,7290,6990,9139,64885210,163757192760,23129547,KSQ
442,036190,KR7036190007,금화피에스시,KOSDAQ,우량기업부,27250,2,-100,-0.37,27500,27500,26950,3809,103288350,163500000000,6000000,KSQ
443,048550,KR7048550008,SM C&C,KOSDAQ,중견기업부,1680,2,-13,-0.77,1715,1715,1680,204363,344741476,162480561600,96714620,KSQ
444,084990,KR7084990001,헬릭스미스,KOSDAQ,기술성장기업부,3525,2,-100,-2.76,3655,3655,3510,86452,307386995,162477109425,46092797,KSQ
445,424960,KR7424960003,스마트레이더시스템,KOSDAQ,기술성장기업부,10380,1,30,0.29,10440,11250,10320,347303,3723311890,162107989200,15617340,KSQ
446,073010,KR7073010001,케이에스피,KOSDAQ,우량기업부,4020,2,-15,-0.37,4050,4155,3985,229618,934098375,161568825000,40191250,KSQ
447,106190,KR7106190002,하이텍팜,KOSDAQ,우량기업부,15170,2,-130,-0.85,15300,15450,14910,13141,199061080,161305234410,10633173,KSQ
448,122450,KR7122450000,KX,KOSDAQ,우량기업부,3555,3,0,0.0,3555,3585,3485,41619,145701110,161169352020,45335964,KSQ
449,053300,KR7053300000,한국정보인증,KOSDAQ,우량기업부,3795,2,-55,-1.43,3850,3855,3765,61386,233338785,161064964995,42441361,KSQ
450,203650,KR7203650007,드림시큐리티,KOSDAQ,우량기업부,3180,2,-95,-2.9,3280,3315,3180,162163,527536445,160926297720,50605754,KSQ
451,402030,KR7402030001,코난테크놀로지,KOSDAQ,기술성장기업부,14020,1,20,0.14,14030,14290,13900,19534,273455110,160569489760,11452888,KSQ
452,143160,KR7143160000,아이디스,KOSDAQ,우량기업부,14930,2,-20,-0.13,14850,15000,14720,8597,127468680,159995702700,10716390,KSQ
453,005860,KR7005860002,한일사료,KOSDAQ,우량기업부,4060,2,-55,-1.34,4120,4215,4005,868193,3553408960,159978961100,39403685,KSQ
454,014940,KR7014940001,오리엔탈정공,KOSDAQ,우량기업부,3510,2,-60,-1.68,3540,3605,3485,80775,285124010,159963550110,45573661,KSQ
455,035080,KR7035080001,그래디언트,KOSDAQ,우량기업부,11000,2,-210,-1.87,11210,11420,10930,22307,248396370,159803424000,14527584,KSQ
456,474170,KR7474170008,루미르,KOSDAQ,기술성장기업부,9310,2,-90,-0.96,9950,10870,9280,7860337,79474139910,159710219760,17154696,KSQ
457,264850,KR7264850009,이랜시스,KOSDAQ,우량기업부,5250,2,-20,-0.38,5280,5390,5170,368822,1939589430,159046713000,30294612,KSQ
458,079810,KR7079810008,디이엔티,KOSDAQ,중견기업부,7220,2,-150,-2.04,7450,7600,7210,57011,416900130,159042838680,22028094,KSQ
459,356680,KR7356680009,엑스게이트,KOSDAQ,벤처기업부,5570,1,130,2.39,5350,5720,5240,5726754,31733135020,158987250440,28543492,KSQ
460,168360,KR7168360006,펨트론,KOSDAQ,벤처기업부,7460,3,0,0.0,7730,8410,7330,3222488,25639424050,158810598640,21288284,KSQ
461,321550,KR7321550006,티움바이오,KOSDAQ,기술성장기업부,6100,2,-20,-0.33,6120,6140,6000,62733,380115290,158755507300,26025493,KSQ
462,049950,KR7049950009,미래컴퍼니,KOSDAQ,우량기업부,17960,2,-550,-2.97,18510,18680,17960,16929,308170860,158369196640,8817884,KSQ
463,290550,KR7290550003,디케이티,KOSDAQ,우량기업부,7900,2,-250,-3.07,8150,8240,7850,101698,808806200,158009717000,20001230,KSQ
464,270520,KR7270520000,지오릿에너지,KOSDAQ,벤처기업부,993,1,1,0.1,1003,1011,986,418679,416609198,157679250498,158790786,KSQ
465,115180,KR7115180002,큐리언트,KOSDAQ,벤처기업부,4875,2,-355,-6.79,5200,5200,4820,333409,1652217585,157426771125,32292671,KSQ
466,214260,KR7214260002,라파스,KOSDAQ,기술성장기업부,17530,2,-820,-4.47,18350,18350,16690,99394,1757837050,156234985550,8912435,KSQ
467,317870,KR7317870004,엔바이오니아,KOSDAQ,기술성장기업부,18280,2,-30,-0.16,18450,18450,17970,9107,165828770,155503390000,8506750,KSQ
468,052260,KR7052260007,현대바이오랜드,KOSDAQ,중견기업부,5180,2,-30,-0.58,5210,5290,5110,134723,697018180,155400000000,30000000,KSQ
469,006620,KR7006620009,동구바이오제약,KOSDAQ,우량기업부,5450,2,-130,-2.33,5560,5590,5420,175817,962139920,155134206400,28464992,KSQ
470,368770,KR7368770004,파이버프로,KOSDAQ,벤처기업부,4705,1,95,2.06,4550,4800,4505,2750131,12803075645,154579128625,32854225,KSQ
471,131370,KR7131370009,알서포트,KOSDAQ,우량기업부,2895,3,0,0.0,2880,2925,2865,42639,123064555,154208205285,53267083,KSQ
472,453450,KR7453450009,그리드위즈,KOSDAQ,벤처기업부,19360,2,-440,-2.22,19950,20250,19360,114044,2238876240,153771640000,7942750,KSQ
473,053280,KR7053280004,예스24,KOSDAQ,우량기업부,6140,1,150,2.5,6000,6400,5840,1257357,7686909050,153500000000,25000000,KSQ
474,458870,KR7458870003,씨어스테크놀로지,KOSDAQ,기술성장기업부,12200,2,-610,-4.76,12620,12970,12170,83000,1032468240,153130496000,12551680,KSQ
475,092130,KR7092130004,이크레더블,KOSDAQ,중견기업부,12670,2,-30,-0.24,12760,12760,12650,6617,83827700,152592412000,12043600,KSQ
476,443670,KR7443670005,에스피소프트,KOSDAQ,벤처기업부,6300,1,160,2.61,6190,6500,6010,271799,1691901820,152468769600,24201392,KSQ
477,094820,KR7094820008,일진파워,KOSDAQ,우량기업부,10110,2,-320,-3.07,10370,10540,10060,259477,2649284210,152445747990,15078709,KSQ
478,080420,KR7080420003,모다이노칩,KOSDAQ,중견기업부,1910,2,-10,-0.52,1920,1920,1890,3593,6830739,152268298020,79721622,KSQ
479,211270,KR7211270004,AP위성,KOSDAQ,벤처기업부,10090,2,-70,-0.69,10160,10290,10080,39162,397360730,152180447360,15082304,KSQ
480,078940,KR7078940004,퀀타피아,KOSDAQ,관리종목(소속부없음),2855,0,0,0.0,0,0,0,0,0,151584163690,53094278,KSQ
481,023910,KR7023910003,대한약품,KOSDAQ,우량기업부,25250,3,0,0.0,25450,25500,25050,5777,146076850,151500000000,6000000,KSQ
482,064820,KR7064820004,케이프,KOSDAQ,우량기업부,4880,2,-240,-4.69,5080,5180,4845,92036,453951470,150800432640,30901728,KSQ
483,006910,KR7006910004,보성파워텍,KOSDAQ,중견기업부,3065,2,-185,-5.69,3215,3240,3065,863474,2703563650,150582910560,49129824,KSQ
484,330860,KR7330860008,네패스아크,KOSDAQ,우량기업부,12350,2,-160,-1.28,12510,12630,12220,27263,337226220,150472955750,12184045,KSQ
485,215090,KR7215090002,휴센텍,KOSDAQ,관리종목(소속부없음),1505,0,0,0.0,0,0,0,0,0,149972154360,99649272,KSQ
486,282880,KR7282880004,코윈테크,KOSDAQ,우량기업부,13460,2,-320,-2.32,13940,14160,13460,30894,424020420,149968722220,11141807,KSQ
487,092870,KR7092870005,엑시콘,KOSDAQ,우량기업부,11450,2,-200,-1.72,11640,12070,11400,286733,3352168740,149431625650,13050797,KSQ
488,234340,KR7234340008,헥토파이낸셜,KOSDAQ,우량기업부,15800,2,-250,-1.56,15860,16200,15800,33894,539150140,149357400000,9453000,KSQ
489,110790,KR7110790003,크리스에프앤씨,KOSDAQ,우량기업부,6370,2,-150,-2.3,6580,6620,6370,3764,24176480,149255215200,23430960,KSQ
490,195990,KR7195990007,에이비프로바이오,KOSDAQ,중견기업부,524,2,-6,-1.13,525,533,520,433312,227779895,149177413804,284689721,KSQ
491,246710,KR7246710008,티앤알바이오팹,KOSDAQ,기술성장기업부,6920,2,-70,-1.0,7170,7170,6880,14654,102308310,149104049760,21546828,KSQ
492,043610,KR7043610005,지니뮤직,KOSDAQ,우량기업부,2565,2,-185,-6.73,2670,2690,2550,1247771,3250174415,149066098470,58115438,KSQ
493,452280,KR7452280001,한선엔지니어링,KOSDAQ,중견기업부,8720,2,-90,-1.02,8710,8930,8620,164292,1436303510,148261800000,17002500,KSQ
494,378800,KR7378800007,샤페론,KOSDAQ,기술성장기업부,4900,2,-40,-0.81,4890,5080,4700,4566808,22133897340,147700851900,30143031,KSQ
495,322310,KR7322310004,오로스테크놀로지,KOSDAQ,벤처기업부,15750,2,-100,-0.63,15900,16000,15600,17174,269861820,147523036500,9366542,KSQ
496,030960,KR7030960009,양지사,KOSDAQ,중견기업부,9230,2,-190,-2.02,9350,9490,9150,25900,239426930,147495400000,15980000,KSQ
497,013990,KR7013990007,아가방컴퍼니,KOSDAQ,우량기업부,4480,1,55,1.24,4450,4510,4415,350226,1562750370,147336161280,32887536,KSQ
498,156100,KR7156100000,엘앤케이바이오,KOSDAQ,벤처기업부,7390,2,-1160,-13.57,8200,8270,7340,995247,7692913090,147332530770,19936743,KSQ
499,079960,KR7079960001,동양이엔피,KOSDAQ,우량기업부,18700,2,-460,-2.4,19240,19300,18700,12749,240449820,146982000000,7860000,KSQ
500,041440,KR7041440009,현대에버다임,KOSDAQ,중견기업부,8200,1,600,7.89,7600,8310,7470,1107948,8910167830,146910740800,17915944,KSQ
501,023600,KR7023600000,삼보판지,KOSDAQ,우량기업부,9070,2,-180,-1.95,9130,9280,9010,10140,92175680,146661900000,16170000,KSQ
502,124500,KR7124500000,아이티센,KOSDAQ,투자주의환기종목(소속부없음),6300,1,130,2.11,6140,6560,6000,171432,1066781080,146188520100,23204527,KSQ
503,289220,KR7289220006,자이언트스텝,KOSDAQ,기술성장기업부,6590,2,-90,-1.35,6690,6880,6510,81177,534787170,145782299550,22121745,KSQ
504,051160,KR7051160000,지어소프트,KOSDAQ,우량기업부,9380,2,-30,-0.32,9410,9500,9300,26713,249752480,145150153400,15474430,KSQ
505,298540,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,9820,2,-90,-0.91,10050,10050,9760,28329,277861400,145000705920,14765856,KSQ
506,065660,KR7065660003,안트로젠,KOSDAQ,기술성장기업부,14900,2,-350,-2.3,15250,15440,14900,5389,81363850,144997457700,9731373,KSQ
507,027710,KR7027710003,팜스토리,KOSDAQ,우량기업부,1301,2,-8,-0.61,1313,1320,1289,403446,524079269,144952996600,111416600,KSQ
508,065450,KR7065450009,빅텍,KOSDAQ,벤처기업부,5050,1,60,1.2,4990,5090,4980,1327213,6682911165,144696640000,28652800,KSQ
509,046070,KR7046070009,코다코,KOSDAQ,관리종목(소속부없음),10280,0,0,0.0,0,0,0,0,0,144583964640,14064588,KSQ
510,315640,KR7315640003,딥노이드,KOSDAQ,기술성장기업부,6440,2,-150,-2.28,6680,6690,6300,178612,1156174380,144392965920,22421268,KSQ
511,396470,KR7396470007,워트,KOSDAQ,중견기업부,8930,2,-170,-1.87,9100,9220,8930,109423,989697760,143951600000,16120000,KSQ
512,264450,KR7264450008,유비쿼스,KOSDAQ,우량기업부,13990,2,-180,-1.27,14220,14220,13610,37295,516831230,143337426940,10245706,KSQ
513,049180,KR7049180003,셀루메드,KOSDAQ,벤처기업부,2780,2,-115,-3.97,2920,2925,2755,1387854,3876798760,143214218680,51515906,KSQ
514,089890,KR7089890008,코세스,KOSDAQ,우량기업부,8620,2,-280,-3.15,8830,8950,8600,72580,636379540,142962372440,16584962,KSQ
515,452200,KR7452200009,민테크,KOSDAQ,기술성장기업부,6500,2,-150,-2.26,6720,6760,6500,153831,1008976610,142644450000,21945300,KSQ
516,052420,KR7052420007,오성첨단소재,KOSDAQ,중견기업부,1650,2,-26,-1.55,1680,1714,1646,1566732,2599276107,142420066800,86315192,KSQ
517,072770,KR7072770001,율호,KOSDAQ,중견기업부,2025,2,-25,-1.22,2050,2080,1997,129321,261682837,142232444100,70238244,KSQ
518,049720,KR7049720006,고려신용정보,KOSDAQ,우량기업부,9940,2,-20,-0.2,9930,10000,9930,23313,231889410,142142000000,14300000,KSQ
519,950220,KR8840140006,네오이뮨텍,KOSDAQ,외국기업(소속부없음),1429,2,-21,-1.45,1455,1456,1405,829136,1178058885,141281607485,98867465,KSQ
520,100130,KR7100130004,동국S&C,KOSDAQ,중견기업부,2470,2,-30,-1.2,2500,2520,2440,64816,159969365,141143210000,57143000,KSQ
521,047560,KR7047560008,이스트소프트,KOSDAQ,벤처기업부,12160,1,80,0.66,12200,13400,11990,174092,2188424080,141104542720,11603992,KSQ
522,251120,KR7251120002,바이오에프디엔씨,KOSDAQ,기술성장기업부,16200,2,-300,-1.82,16700,16740,15870,51342,828214100,140870340000,8695700,KSQ
523,054210,KR7054210000,이랜텍,KOSDAQ,우량기업부,5560,2,-370,-6.24,6050,6120,5560,459467,2662131850,140619127600,25291210,KSQ
524,123410,KR7123410003,코리아에프티,KOSDAQ,우량기업부,5050,1,10,0.2,5040,5150,5010,240404,1218558720,140597373200,27841064,KSQ
525,037460,KR7037460003,삼지전자,KOSDAQ,우량기업부,8610,2,-60,-0.69,8670,8690,8540,41313,355591190,140502474420,16318522,KSQ
526,225530,KR7225530005,보광산업,KOSDAQ,우량기업부,3865,2,-35,-0.9,3900,3900,3780,38824,148533810,140449179855,36338727,KSQ
527,297090,KR7297090003,씨에스베어링,KOSDAQ,중견기업부,5150,2,-160,-3.01,5340,5430,5120,116879,610655720,140440500000,27270000,KSQ
528,191420,KR7191420009,테고사이언스,KOSDAQ,벤처기업부,17300,1,320,1.88,16930,17860,16330,29011,489471210,140282828200,8108834,KSQ
529,067990,KR7067990002,도이치모터스,KOSDAQ,우량기업부,4625,2,-25,-0.54,4625,4670,4605,33138,153504770,139589668750,30181550,KSQ
530,950190,KR8344390008,고스트스튜디오,KOSDAQ,외국기업(소속부없음),10240,1,50,0.49,10140,11150,10120,39827,416849740,139058094080,13579892,KSQ
531,065680,KR7065680001,우주일렉트로,KOSDAQ,우량기업부,14590,1,50,0.34,14680,14700,14380,11461,166601080,139042700000,9530000,KSQ
532,000440,KR7000440008,중앙에너비스,KOSDAQ,중견기업부,22000,2,-900,-3.93,22400,22600,21700,105081,2318197550,136996860000,6227130,KSQ
533,039860,KR7039860002,나노엔텍,KOSDAQ,중견기업부,4255,2,-230,-5.13,4455,4525,4165,1590984,6797940045,136628398910,32110082,KSQ
534,348150,KR7348150004,고바이오랩,KOSDAQ,기술성장기업부,7050,2,-120,-1.67,7160,7260,6980,236050,1677071050,136585642500,19373850,KSQ
535,093520,KR7093520005,매커스,KOSDAQ,우량기업부,8450,2,-170,-1.97,8600,8690,8440,34925,298698940,136578127400,16163092,KSQ
536,294570,KR7294570007,쿠콘,KOSDAQ,벤처기업부,13310,2,-320,-2.35,13680,13680,13210,8670,115784020,136489857350,10254685,KSQ
537,044990,KR7044990000,에이치엔에스하이텍,KOSDAQ,기술성장기업부,16980,2,-4970,-22.64,19390,22000,16950,3395123,63198007340,136452366720,8036064,KSQ
538,105550,KR7105550008,엣지파운드리,KOSDAQ,중견기업부,2385,1,115,5.07,2265,2435,2215,215253,497548435,136339133175,57165255,KSQ
539,408900,KR7408900009,스튜디오미르,KOSDAQ,벤처기업부,4165,2,-245,-5.56,4500,4695,4100,1592757,6986378010,136221048110,32706134,KSQ
540,039560,KR7039560008,다산네트웍스,KOSDAQ,우량기업부,3440,1,125,3.77,3300,3555,3265,889624,3020756265,135900574640,39505981,KSQ
541,038390,KR7038390001,레드캡투어,KOSDAQ,우량기업부,15800,1,80,0.51,15800,15840,15610,890,14016030,135713784000,8589480,KSQ
542,009300,KR7009300005,삼아제약,KOSDAQ,우량기업부,21250,2,-350,-1.62,21700,21900,21200,30835,658751850,135362500000,6370000,KSQ
543,289930,KR7289930000,웨이비스,KOSDAQ,기술성장기업부,10890,2,-4110,-27.4,18010,18500,10370,24244886,352749727580,135255008790,12420111,KSQ
544,432470,KR7432470003,케이엔에스,KOSDAQ,벤처기업부,15590,1,440,2.9,15670,16550,15360,106325,1691671540,135236328040,8674556,KSQ
545,063080,KR7063080006,컴투스홀딩스,KOSDAQ,중견기업부,20500,2,-350,-1.68,20900,21150,20300,25809,530123750,135201436000,6595192,KSQ
546,091580,KR7091580001,상신이디피,KOSDAQ,우량기업부,10050,1,60,0.6,10090,10230,9960,27857,279959930,134953600950,13428219,KSQ
547,432720,KR7432720001,퀄리타스반도체,KOSDAQ,기술성장기업부,9750,2,-70,-0.71,9890,10050,9670,60817,594242390,134655222000,13810792,KSQ
548,251370,KR7251370003,와이엠티,KOSDAQ,벤처기업부,8190,3,0,0.0,8180,8190,8000,25294,204521310,133615460160,16314464,KSQ
549,093640,KR7093640001,케이알엠,KOSDAQ,벤처기업부,4100,1,240,6.22,4080,4735,3975,831793,3584131605,133595712000,32584320,KSQ
550,217820,KR7217820000,원익피앤이,KOSDAQ,우량기업부,2815,2,-25,-0.88,2845,2970,2815,65985,187480830,133584583585,47454559,KSQ
551,418620,KR7418620001,이에이트,KOSDAQ,기술성장기업부,13770,2,-380,-2.69,14020,14430,13660,18106,252214720,132887068290,9650477,KSQ
552,284620,KR7284620002,카이노스메드,KOSDAQ,기술성장기업부,4715,2,-155,-3.18,4795,5000,4575,111874,525048735,132872438995,28180793,KSQ
553,200350,KR7200350007,래몽래인,KOSDAQ,기술성장기업부,13280,1,100,0.76,13100,13480,12960,89701,1186302210,132747212000,9996025,KSQ
554,255440,KR7255440000,야스,KOSDAQ,벤처기업부,10140,2,-400,-3.8,10500,10590,9950,61333,622260560,132408120000,13058000,KSQ
555,230240,KR7230240004,에치에프알,KOSDAQ,우량기업부,9940,2,-520,-4.97,10460,10490,9700,60535,602656450,132291460000,13309000,KSQ
556,085670,KR7085670008,뉴프렉스,KOSDAQ,우량기업부,5410,1,60,1.12,5360,5490,5320,350778,1890726140,132278617010,24450761,KSQ
557,072870,KR7072870009,메가스터디,KOSDAQ,우량기업부,11090,2,-10,-0.09,11100,11120,11080,9108,101096980,132203435310,11920959,KSQ
558,269620,KR7269620001,시스웍,KOSDAQ,관리종목(소속부없음),889,0,0,0.0,0,0,0,0,0,132090012299,148582691,KSQ
559,047820,KR7047820006,초록뱀미디어,KOSDAQ,관리종목(소속부없음),5400,0,0,0.0,0,0,0,0,0,132051222000,24453930,KSQ
